387,Jaisohn Medical Center,51 Medical Campus Drive,,,Lansdale,19446,Montgomery,215-997-2101,
388,Jamestown Pharmacy,121 LIberty Street,,,Jamestown,16134,Mercer,724-932-5355,https://walbergfamilypharmacies.com/jamestownpharmacy
389,Jennersville Hospital LLC,1015 West Baltimore Pike Employee Health,,,West Grove,19390,Chester,610-869-6512,https://towerhealth.org/covid-19-information-center/covid-19-vaccine
390,Jersey Shore Hospital,1020 Thompson Street,,,Jersey Shore,17740,Lycoming,570-284-3657,https://www.geisinger.org/covidvax
391,John Heinz Institute for Rehab Medicine,150 Mundy Street,,,Wilkes Barre,18702,Luzerne,570-348-1411,https://www.allied-services.org/coronavirus-information/covid-19-vaccine/
392,John Manubay MD LLC,4400 Penn Ave,,,Sinking Spring,19608,Berks,,https://www.drmanubay.com/
393,KNIGHTS ROAD PHARMACY LLC,2788 KNIGHTS ROAD,,,Bensalem,19020,Bucks,215-638-1256,
394,KRHC-Cameron County HC-MAIN,90 East 2nd Street,,,Emporium,15834,Cameron,1-814-486-1115,http://www.keystoneruralhealth.com/
395,KRHC-Ridgway Medical Center,49 Ridgmont Dr,1,,Ridgway,15853,Elk,814-245-2119,www.keystoneruralhealth.com
396,Kennies Pharmacy-Littlestown,520 W. King street,,,Littlestown,17340,Adams,717-359-9899,https://www.kenniesmarket.com/pharmacy/pharmacy-information/
397,Kennies Pharmacy-Spring Grove,440 N Main St,,,Spring Grove,17362,York,717-225-9382,https://www.kenniesmarket.com/pharmacy/pharmacy-information/
398,Keystone Family Medicine Chambersburg,820 Fifth Avenue,,,Chambersburg,17201,Franklin,717-709-7999,https://keystonehealth.org/covid19vaccine/
399,Keystone Internal Medicine,830 5th Ave.,201,Suite 201,Chambersburg,17201,Franklin,717-709-7970,https://keystonehealth.org/covid19vaccine/
400,Keystone Womens Care,830 5th Avenue,202,,Chambersburg,17201,Franklin,717-709-7990,https://keystonehealth.org/covid19vaccine/
401,Klingensmiths Drug Stores Inc,313 Ford Street,,,Ford City,16226,Armstrong,724-763-1201,http://klingsrx.com/covid/
402,LAKOTA HEALTH CARE FAMILY PRACTICE,2489 US 6,Suite 7,,Hawley (Part-Pike),18428,Pike,570-226-2200,
403,LCH La Comunidad Hispana,731 West Cypress Street,,,Kennett Square,19348,Chester,610-444-7550,
404,LGH - Manheim Family Medicine,700 Lancaster Road,,,Manheim,17545,Lancaster,717-665-2496,https://www.lancastergeneralhealth.org/patient-and-visitor-information/find-a-location/manheim?y_source=1_ODM2OTc0Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
405,LGH - New Holland Family Medicine,676 East Main St,,,New Holland,17557,Lancaster,717-354-4671,https://www.lancastergeneralhealth.org/practices/family-medicine-new-holland
406,LGH - Susquehanna Family Medicine,1159 River Rd,,,Marietta,175471628,Lancaster,717-426-1131,https://www.lancastergeneralhealth.org/practices/family-medicine-susquehanna
407,LGH Express at Crooked Oak,1605 Lititz Pike,,,Lancaster,17601,Lancaster,717-735-3995,http://www.lghealthexpress.org/?y_source=1_ODQ1Mjk0MC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
408,LGH-Abbeyville Family Medicine,101 Abbeyville Road,,,Lancaster,17603,Lancaster,717-544-5700,https://www.lancastergeneralhealth.org/covid-19-information/covid-19-vaccines
409,LGH-Crooked Oak Family Medicine,1655 Crooked Oak Drive,,,Lancaster,17601,Lancaster,717-569-2678,https://www.lancastergeneralhealth.org/patient-and-visitor-information/find-a-location/crooked-oak?y_source=1_ODM2OTc3Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
410,LGH-Lancaster General Hospital,555 North Duke Street,,,Lancaster,17603,Lancaster,717-544-5700,http://lghealth.org/vaccine
411,LGH-Lincoln Family Medicine,1635 West Main Street,700,,Ephrata,17522,Lancaster,717-738-0660,https://www.lancastergeneralhealth.org/practices/family-medicine-lincoln
412,LGH-Lititz Family Medicine,562 West 2nd Avenue,,,Lititz,17543,Lancaster,717-544-5700,https://www.lancastergeneralhealth.org/covid-19-information/covid-19-vaccines
413,LGH-NORLANCO FAMILY MEDICINE,418 Cloverleaf  Rd,,,Elizabethtown,17022,Lancaster,717-544-5700,https://www.lancastergeneralhealth.org/covid-19-information/covid-19-vaccines
414,LGH-NOVARA HEALTH,605 RICHMOND SQ DRIVE,,,Lancaster,17604,Lancaster,717-544-5000,https://novarahealth.org/?y_source=1_ODM2OTc2Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D&y_source=1_ODM2OTc2Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
415,LGH-Parkesburg Family Medicine,950 South Octorara Trail,,,Parkesburg,19365,Chester,610-857-6648,https://www.lancastergeneralhealth.org/covid-19-information/covid-19-vaccines
416,LGH-WALTER L. AUMENT FAMILY HC,317  Chestnut Street,0,,Quarryville,17566,Lancaster,717-544-5700,https://www.lancastergeneralhealth.org/covid-19-information/covid-19-vaccines
417,LGHP - Family Medicine Oxford,620 Spear St,,,Oxford,19363,Chester,610-932-930,https://www.lancastergeneralhealth.org/covid-19-information/covid-19-vaccines
418,LGHP Manor Ridge Family Medicine,2113 Manor Ridge Drive,,,Lancaster,17603,Lancaster,717-544-5700,https://www.lancastergeneralhealth.org/covid-19-information/covid-19-vaccines
419,LM JADE INC. DBA THE MEDICINE SHOPPE #0077,1000 MARKET STREET,,,Bloomsburg,17815,Columbia,570-784-9582,https://www.bloomsburgms.com/covid-19-vaccination-information/
420,LVPG Family Medicine Trexlertown,6900 Hamilton Blvd,,PO Box 127,Trexlertown,18087,Lehigh,,https://www.lvhn.org/treatments/covid-19-vaccines
421,LVPG Family Medicine-Laurys Station,5649 Wynnewood Drive,203,,Laurys Station,18059,Lehigh,,https://www.lvhn.org/treatments/covid-19-vaccines
422,LVPG Family Medicine-Mountain Top,237 South Mountain Blvd,Unit 7,,Mountain Top,18707,Luzerne,,https://www.lvhn.org/treatments/covid-19-vaccines
423,LVPG Family Medicine-Schuylkill Medical Plaza,200 Schuylkill Medical Plaza,,,Pottsville,17901,Schuylkill,,https://www.lvhn.org/treatments/covid-19-vaccines
424,LVPG Family Medicine-Southside,1648 S 4th St,,,Allentown,18103,Lehigh,610-674-4550,https://www.lvhn.org/treatments/covid-19-vaccines
425,LVPG Family Medicine-Tobyhanna,100 Community Drive,102,,Tobyhanna,18466,Monroe,,https://www.lvhn.org/treatments/covid-19-vaccines
426,LVPG-Family and Internal Med Bethlehem Twp,2101 Emrick Blvd,100,,Bethlehem (Part-Northampton),18020,Northampton,,https://www.lvhn.org/treatments/covid-19-vaccines
427,LVRX Pharmacy,211 South Market Street,,,Ligonier,15658,Westmoreland,724-708-5358,https://www.lvrxpharmacy.com/
428,LaCons Pharmacy,1336 Powell Street,,,Norristown,19401,Montgomery,610-279-0140,https://www.laconspharmacy.com
429,Lancaster EMS,1829 Lincoln Highway East,,,Lancaster,17602,Lancaster,717-872-4688,https://www.lemsa.com/vaccineSignup.asp
430,Lancaster Health Center-Arch,304 North Water Street,,,Lancaster,17603,Lancaster,1-844-905-1250,https://lancasterhealthcenter.org/
431,Lancaster Pediatric Associates,2106 Harrisburg Pike,1,,Lancaster,17601,Lancaster,717-291-5931,https://lancped.com/
432,Lancaster Pediatric Associates-Willow Street,222 Willow Valley Lakes Dr,100,,Willow Street,17584,Lancaster,717-291-5931,https://lancped.com/
433,Lansdale Hospital,100 Medical Campus Drive,,,Lansdale,19446,Montgomery,,https://jefferson.co1.qualtrics.com/jfe/form/SV_eaFnRURFGL4npsx?utm_source=cv19banner
434,Laurel Pediatric Associates Inc,323 Budfield Street,,,Johnstown,15904,Cambria,814-262-9500,https://www.laurelpeds.com/
435,Lebanon Community Health Center,920 Church St,,,Lebanon,17046,Lebanon,1-844-905-1250,https://lancasterhealthcenter.org/services/covid-19-vaccine-information/
436,Lebanon Shops Pharmacy,Lebanon Shops Pharmacy,,300 Mt Lebanon Blvd suite 23,Pittsburgh,15234,Allegheny,412-344-6700,https://stores.healthmart.com/lebanonshopspharmacy/stores.aspx
437,Lebanon Valley Family Medicine-Palmyra,1400 South Forge Road,1,,Palmyra,17078,Lebanon,717-838-1301,https://lvfm.org/
438,Lehigh Valley Health Net Peds-Hazleton Sp Ctr,564 West Broad Street,,,Hazleton,18201,Luzerne,570-501-6400,https://www.lvhn.org/treatments/covid-19-vaccines
439,Lehigh Valley Health Network,1200 S. CEDAR CREST BLVD,,,Allentown,18103,Lehigh,833-584-6283,https://www.LVHN.org/vaccines
440,Linesville Pharmacy,123 West Erie Street,,,Linesville,16424,Crawford,814-818-0010,https://walbergfamilypharmacies.com/
441,Lockman and Lubell Pediatric Associates,240 New York Drive,Suite 4,,Fort Washington,19034,Montgomery,215-653-0600,https://www.lockmanlubellpeds.com/
442,Lords Valley Village Pharmacy Inc,658 Rt 739,5,,Hawley (Part-Wayne),18428,Pike,570-775-9555,https://www.mygnp.com/pharmacies/lords-valley-village-pharmacy-inc-hawley-pa-18428/
443,M Nazeeri MD PC,1023 Poplar Street,,,Lebanon,17042,Lebanon,717-270-9446,
444,MARTINS PHARMACY-6012,2032 E PLEASANT VLY BLVD,,,ALTOONA,16602,Blair,1.844.915.1817,https://www.martinsfoods.com/covid-19vaccine
445,MARTINS PHARMACY-6308,1570 OAKLAND AVENUE,,,INDIANA,15701,Indiana,1.844.915.1817,https://www.martinsfoods.com/covid-19vaccine
446,MEDICAL ARTS PHARMACY,220 WILSON STE 100,,,Carlisle,17013,Cumberland,,http://www.medicalartscarlisle.com/covid-19-appointment-booking/
447,MEMORIAL HOSPITAL PHARMACY,1701 Innovation Drive,,Pharmacy - UPMC Memorial Hospital,York,17408,York,1-844-876-2822,https://vaccine.upmc.com/
448,MHEDS-PEACH ST,2928 Peach Street,,,Erie,16508,Erie,814-860-6313,http://www.mheds.org/news
449,MLHC-Lankenau Medical Center,100 E Lancaster Avenue,,Inpatient Pharmacy,Wynnewood,19096,Montgomery,484-580-1919,https://www.mainlinehealth.org/conditions-and-treatments/conditions/covid-19
450,MLHC-Paoli Hospital,255 West Lancaster Ave,,,Paoli,19301,Chester,484-580-1919,https://www.mainlinehealth.org/conditions-and-treatments/conditions/covid-19
451,MON-VALE PRIMARY CARE PRACTICES INC,447 West Main Street,,,Monongahela,15063,Washington,1-724-258-2070,http://www.monvalepc.com/holets/
452,MOUNT NITTANY MEDICAL CENTER,PHARMACY DEPT,,1800 EAST PARK AVENUE,State College,16803,Centre,,https://www.mountnittanycoronavirus.org/
453,MacDonalds Pharmacy,214 Peach Orchard Road,,,Mc Connellsburg,17233,Fulton,717-485-3622,https://macdonaldspharmacycovid19vaccine.as.me/schedule.php
454,Mainline LTC Pharmacy,1049 Shoemaker St.,2,,Nanty Glo,15943,Cambria,814-736-3044,https://mainlinepharmacy.com/
455,Mainline Pharmacy-Hastings,317 Beaver St.,,,Hastings,16646,Cambria,724-459-7400,https://mainlinepharmacy.com/
456,Marcus Hook Pharmacy,46 E 10th Street,,,Marcus Hook,19061,Delaware,610-485-7750,http://www.mhpharm.com/
457,Margiotti and Kroll Pediatrics-Newtown,671 Newtown-Yardley Rd.,,,Newtown,18940,Bucks,215-968-5800,https://www.mkpeds.com/posts/news/covid-19-vaccine-information/
458,Mats Pharmacy and Medical Supply,701 Bristol Pike,,,Croydon,19021,Bucks,215-785-3537,https://matspharmacypa.com/
459,Mauch Chunk Pharmacy,1204 North Street,,,Jim Thorpe,18229,Carbon,717-323-8230,https://covid-19schedulinglink.as.me/vaccine
460,McCracken Pharmacy,595 east high street,,,Waynesburg,15370,Greene,724-627-5454,http://mccrackenpharmacy.com/
461,McElroy Pharmacy,100 E Main St,,,Lititz,17543,Lancaster,717-626-2222,http://www.mcelroypharmacy.com/
462,McKeesport Family Health Center,627 Lyle Blvd,,,Mc Keesport,15132,Allegheny,412-664-4112,
463,Meadville Medical Center,751 Liberty Street,,,Meadville,16335,Crawford,814-373-2986,
464,Means-Lauf Super Drug,265 Allegheny Blvd,1,,Brookville,15825,Jefferson,814-849-7504,https://meanslauf.com/wait-list
465,Medicine Shoppe Pharmacy-353,2665 Brodhead Road,,,Aliquippa,15001,Beaver,724-375-5561,https://aliquippa.medicineshoppe.com/
466,Mercer Pharmacy,737 Greenville Road,,,Mercer,16134,Mercer,724-662-1414,https://walbergfamilypharmacies.com/mercerpharmacy
467,Mercy Catholic Medical Center,1500 Lansdowne Ave.,,,Darby,19023,Delaware,610-237-5785,https://www.trinityhealthma.org/covid-19/vaccine-request. 
468,Metro Community Health Center,1789 South Braddock  Avenue,410,,Pittsburgh,15218,Allegheny,1-412-247-2310,https://metrocommunityhealthcenter.org/
469,Millcreek Community Hospital,5515 Peach street,,,Erie,16509,Erie,1-866-532-6619,https://lecomisaging.com/
470,Millcreek Manor Pharmacy,5535 Peach St,,,Erie,16509,Erie,814-868-3888,https://lecomhealth.com/coronavirus/
471,Millersburg Pharmacy Inc,242 Market Street,,,Millersburg,17061,Dauphin,570-377-0912,https://www.mbg-rx.com/covid-vaccine-sign-ups
472,Mon-Vale Primary Care Practices-Finleyville,6108 Brownsville Road Ext  Suite 204,,,Finleyville,15332,Washington,724-782-0723,http://www.monvalepc.com/
473,Monongahela Valley Hospital,1163 Country Club Road,,,Monongahela,15063,Washington,724-258-1890,https://www.monvalleyhospital.com/covid19-vaccine-request.asp
474,My Care Now LLC,90 Beaver Drive,,Building C,Du Bois,15801,Clearfield,814-371-2273,https://mycarenow.com/
475,NCS Pharmacy,545 Pershing Avenue,,,Lancaster,17602,Lancaster,717-509-6259,http://www.ncspharmacy.com/
476,NEPA Community Health Care-Montrose,498 South Main Street,D,,Montrose,18801,Susquehanna,570-278-7500,https://www.nepachc.org
477,Nason Hospital,105 Nason Dr,,,Roaring Spring,16673,Blair,814-224-6273,
478,Neighborhood HCLV-Bethlehem,1210 East 4th Street,,,Bethlehem (Part-Northampton),18015,Northampton,,
479,Nells Pharmacy-Spry,2720 S Queen Street,,,York,17403,York,717-741-5973,https://www.myshursave.com/our-stores/store-locations/?locate=nells
480,New Castle Pharmacy,1112 South Mill Street,,,New Castle,16101,Lawrence,724-656-5000,https://walbergfamilypharmacies.com/newcastlepharmacy
481,Newhard Pharmacy,1001 Main Street,,,Northampton,18067,Northampton,610-262-6721,https://www.newhardpharmacy.com
482,Newport Family Practice PC,52 Red Hill Court,,,Newport,17074,Perry,717-567-3151,http://newportfp.com/
483,Norland Avenue Pharmacy,12 St. Paul Drive,105,,Chambersburg,17201,Franklin,717-217-6790,https://www.norlandrx.com/
484,Norristown Health Center-Montgomery County,1430 DeKalb Street,,2nd Floor,Norristown,19404,Montgomery,833-875-3967,https://www.montcopa.org/3660/COVID-19-Vaccine
485,North East Family Practice,115 East Main Street,,,North East,16428,Erie,814-725-8774,http://nefp1.com/
486,North Side Christian Health Center,816 Middle Street,,,Pittsburgh,15212,Allegheny,412-321-4001,https://www.ahn.org/coronavirus.html
487,Noxen Medical Center,2888 SR29 S,2,,Noxen,18636,Wyoming,570-704-4234,
488,Nuway Pharmacy,1639 Hains Road,,,Levittown,19055,Bucks,215-547-0250,
489,OAKSIDE CARE PHARMACY,440 LEHIGH STREET,,,Reading,19601,Berks,484-663-5760,https://www.oaksidecarepharmacy.com/covid-19-vaccination
490,Oak Valley Medical and Dental PC,103 New Meadow Run Dr,,,Farmington,15437,Fayette,724-329-8689,
491,Old Forge Pharmacy,821 S. Main St.,1,,Old Forge,18518,Lackawanna,570-457-3200,https://oldforgepharmacy.com/
492,PAM Specialty Hospital of Wilkes-Barre,575 North River Street,,7th floor,Wilkes Barre,18764,Luzerne,570-208-3310,https://postacutemedical.com/facilities/find-facility/specialty-hospitals/PAM-Specialty-Hospital-Wilkes-Barre
493,PENNSBURY PHARMACY INC.,8545 NEW FALLS RD,,,Levittown,19054,Bucks,215-547-2378,
494,PHN-Altoona Community Health Center,1701 12th Avenue,F,Altoona,Altoona,16601,Blair,724-699-9211,https://primary-health.net/covid-vaccine-clinic.aspx
495,PHN-Clarion Community Health Center,30 Pinnacle Drive,101,,Clarion,16214,Clarion,724-699-9211,https://primary-health.net/covid-vaccine-clinic.aspx
496,PHN-Ebensburg Health Center,152 Zeman Drive,Suite 301,,Ebensburg,15931,Cambria,724-699-9211,https://primary-health.net/covid-vaccine-clinic-aspx
497,PHN-Ellwood City Health Center,304 Evans Drive,201,,Ellwood City,16117,Lawrence,724-699-9211,https://primary-health.net/covid-vaccine-clinic.aspx
498,PHN-Greenville Community Health Center,348 Main Street,,,Greenville,16125,Mercer,724-699-9211,https://primary-health.net/covid-vaccine-clinic.aspx
499,PHN-Hoffman Memorial Medical Center,419 Kellys Way,,,East Brady,16028,Clarion,724-699-9211,http://primary-health.net/covid-vaccine-clinic.aspx
500,PHN-Jacksonville Family Medical Center,29 Saltsburg Road,,,Clarksburg,15725,Indiana,724-699-9211,https://primary-health.net/covid-vaccine-clinic.aspx
501,PHN-Latrobe Health Center,529 Lloyd Ave,,,Latrobe,15650,Westmoreland,724-699-9211,https://www.primary-health.net/covid-vaccine-clinic.aspx
502,PHN-Lewistown Community Health Center,106 Derry Heights,100,,Lewistown,17044,Mifflin,724-699-9211,https//primary-health.net/covid-vaccine-clinic.aspx
503,PHN-Mercer Primary Care,737 Greenville Road,,,Mercer,16137,Mercer,724-699-9211,https://primary-health.net/covid-vaccine-clinic.aspx
504,PHN-New Castle Primary Care,1112 South Mill Street,,,New Castle,16101,Lawrence,724-699-9211,https://primary-health.net/covid-vaccine-clinics.aspx
505,PHN-Oil City Health Center,811 Grandview Road,100,,Oil City,16301,Venango,724-699-9211,https://www.primary-health.net/covid-vaccine-clinic.aspx
506,PHN-Petroleum Valley Medical Center,296 Church Street,,,Petrolia,16050,Butler,724-699-9211,https://primary-health.net/covid-vaccine-clinic.aspx
507,PHN-Punxsutawney Community HC,200 Prushnok Drive,202,,Punxsutawney,15767,Jefferson,724-699-9211,https://primary-health.net/covid-vaccine-clinic.aspx
508,PHN-Sandy Lake Community Health Center,3205 S. Main Street,,,Sandy Lake,16145,Mercer,724-699-9211,https://primary-health.net/covid-vaccine-clinic.aspx
509,PHN-Schuylkill Community Health Center,210 Sunbury Street,,,Minersville,17954,Schuylkill,724-699-9211,https://primary-health.net/covid-vaccine-clinic.aspx
510,PHN-Shamokin Community Health Center,531 North Franklin Street,,,Shamokin,17872,Northumberland,724-699-9211,https://primary-health.net/covid-vaccine-clinic.aspx
511,PHN-Sharon Medical Group Pediatrics,63 Pitt Street,202,,Sharon,16146,Mercer,724-699-9211,https://primary-health.net/covid-vaccine-clinic.aspx
512,PHN-Sharon Medical Group-Suite 2,63 Pitt St,301,,Sharon,16146,Mercer,724-699-9211,https://primary-health.net/covid-vaccine-clinic.aspx
513,PHN-Sheakleyville Health Center,3339 Perry Highway,,,Sheakleyville,16151,Mercer,724-699-9211,https://primary-health.net/covid-vaccine-clinic.aspx
514,PHN-Shenandoah Health Center,624 West Centre Street,,,Shenandoah,17976,Schuylkill,724-699-9211,https://primary-health.net/covid-vaccine-clinic.aspx
515,PHN-Titusville Community Health,120 South Martin St,,,Titusville,16354,Crawford,724-699-9211,https://primary-health.net/covid-vaccine-clinic.aspx
516,PHN-Tri-County Community Health Center,1555 Shawna Road,,,Cherry Tree,15724,Indiana,724-699-9211,https://primary-health.net/covid-vaccine-clinic.aspx
517,PHN-Wayne Primary Care,650 East Avenue,B,,Erie,16503,Erie,724-699-9211,https//primary-health.net/covid-vaccine-clinic.aspx
518,PHS-UPMC Pinnacle Carlisle Employee Health,361 Alexander Spring Rd,,,Carlisle,17015,Cumberland,1-844-876-2822,https://vaccine.upmc.com/
519,PRIMARY CARE PHARMACY SERVICES INC,2027 Lebanon Church Road,,,West Mifflin,15122,Allegheny,412-655-6445,https://www.primarycarepharmacysvcs.com/
520,Palmer Pharmacy LLC,738 Little Deer Creek Valley Road,,,Russellton,15076,Allegheny,724-265-1632,
521,Partners Pharmacy,3036 Emrick Boulevard,,,Bethlehem (Part-Northampton),18020,Northampton,610-977-8460,
522,Passport Health,847 Easton Rd,2800,Suite 2800,Warrington,18976,Bucks,215-491-1111,
523,Patton Pharmacy and VS Variety,503 Railroad Avenue Suite 2,,,Patton,16668,Cambria,814-674-3693,https://www.pattonrx.com/covid19/
524,Pechin Pharmacy,6 Zia Maria Way,,,Connellsville,15425,Fayette,724-626-9600,https://pechinpharmacy.com/
525,Pediatric Associates of Kingston,451 3rd Avenue,,Suite 1,Kingston,18704,Luzerne,570-288-6543,https://pakpeds.com/
526,Pediatric Cardiology  Med Consults LLC,1890 North Juniata Street,,,Hollidaysburg,16648,Blair,814-695-0632,https://www.pcomc.com/vaccinationrollout
527,Pediatric Care Specialist-Richland,1322 Eisenhower Blvd,,,Johnstown,15904,Cambria,814-266-8840,https://www.mypcskids.com/services/virtual-visits/
528,Pediatrics of Northeastern Pennsylvania,920 Viewmont Drive,,,Dickson City,18519,Lackawanna,570-346-1464,https://pedsofnepa.com/
529,Penn Highlands Brookville,100 Hospital Road,,,Brookville,15825,Jefferson,814-503-4735,https://www.phhealthcare.org/about/covid-19-vaccines-at-penn-highlands
530,Penn Highlands Clearfield,809 Turnpike Avenue,,,Clearfield,16830,Clearfield,814-503-4735,https://www.phhealthcare.org/about/covid-19-vaccines-at-penn-highlands
531,Penn Highlands Community Pharmacy,621 S. Main St.,,,Du Bois,15801,Clearfield,814-503-4735,https://www.phhealthcare.org/about/covid-19-vaccines-at-penn-highlands
532,Penn Highlands DuBois,100 Hospital Ave,,,Du Bois,15801,Clearfield,814-503-4735,https://www.phhealthcare.org/about/covid-19-vaccines-at-penn-highlands
533,Penn Highlands Elk,763 Johnsonburg Rd,,,Saint Marys,15857,Elk,814-503-4735,https://www.phhealthcare.org/about/covid-19-vaccines-at-penn-highlands
534,Penn Highlands Huntingdon,1225 Warm Springs Avenue,,,Huntingdon,16652,Huntingdon,814-503-4735,https://www.phhealthcare.org/about/covid-19-vaccines-at-penn-highlands
535,Penn State Health Holy Spirit Medical Center,Pharmacy Department,,503 North 21st Street,Camp Hill,17011,Cumberland,,https://vaccine-scheduler.pennstatehealth.org/s/
536,Penn State Health Milton S Hershey Medical Center,500 University Drive,,,Hershey,17033,Dauphin,,https://vaccine-scheduler.pennstatehealth.org/s/
537,Penn State Health St Joseph Medical Center,PHARMACY,,2500 BERNVILLE RD,READING,19605,Berks,,https://vaccine-scheduler.pennstatehealth.org/s/
538,Perry Drug Store,301 INDEPENDENCE STREET,,PO BOX 314,Perryopolis,15473,Fayette,724-736-4422,https://www.perrydrugstore.net/
539,Perry Physicians PC,4570 Valley Rd,,,Shermans Dale,17090,Perry,717-582-2090,http://www.perryphysicians.com/
540,Petrolia Pharmacy,296 Church Street,,,Petrolia,16050,Butler,724-756-4050,https://walbergfamilypharmacies.com/petroliapharmacy
541,PhysicianCare P.C. Towanda,71 Hospital Drive,,,Towanda,18848,Bradford,570-265-6300,https://www.physiciancarepc.com/
542,Pittsburgh Mercy Family Health Center,249 South 9th Street,,Bldg 4 1st Floor,Pittsburgh,15203,Allegheny,412-697-3260,https://www.pittsburghmercy.org/
543,Pleasant Valley Family Medicine,401 High Street,100,,Lock Haven,17745,Clinton,570-748-7400,
544,Price Chopper Pharmacy #185,16750 PA STATE RT 706,5,,Montrose,18801,Susquehanna,,https://www.pricechopper.com/covidvaccine
545,Price Chopper Pharmacy-135,1228 O'Neill Highway,,,Dunmore,18512,Lackawanna,,https://pricechopper.com/covidvaccine
546,Price Chopper Pharmacy-173,1026 Wyoming Avenue,,,Wyoming,18644,Luzerne,,https://pricechopper.com/covidvaccine
547,Price Chopper Pharmacy-202,1025 Pennsylvania Avenue,,,Matamoras,18336,Pike,,https://pricechopper.com/covidvaccine
548,Primemed-Dr. Patrick Connors,2232 Pittston Ave,,,Scranton,18505,Lackawanna,570-969-6327,https://www.primemed.net
549,Procure Pharmaceutical Services,264 Smith Township State Road,,,Burgettstown,15021,Washington,724-644-9907,
550,Public Drug,6925 Ludlow Street,,,Upper Darby,19082,Delaware,610-352-5015,
551,Punxsutawney Area Hospital,81 Hillcrest Drive,,,Punxsutawney,15767,Jefferson,814-938-1827,https://www.pah.org
552,Quality Care Pharmacys,1 Sprint Drive,,,Carlisle,17015,Cumberland,717-249-5691,https://covid-19schedulinglink.as.me/vaccine
553,RITE AID STORE #00170,128 N COURTLAND STREET,,,EAST STROUDSBURG,18301,Monroe,,https://www.riteaid.com/pharmacy/covid-qualifier
554,RITE AID STORE #00188,805 HUNTINGDON PIKE,,,Huntingdon Valley,19006,Montgomery,,https://www.riteaid.com/pharmacy/covid-qualifier
555,RITE AID STORE #00205,26 WEST INDEPENDENCE STREET,,,SHAMOKIN,17872,Northumberland,,https://www.riteaid.com/pharmacy/covid-qualifier
556,RITE AID STORE #00208,15 SOUTH MAIN STREET,,,SHENANDOAH,17976,Schuylkill,,https://www.riteaid.com/pharmacy/covid-qualifier
557,RITE AID STORE #00213,2715 PARADE STREET,,,ERIE,16504,Erie,,https://www.riteaid.com/pharmacy/covid-qualifier
558,RITE AID STORE #00218,5 EAST MAIN STREET,,,NANTICOKE,18634,Luzerne,,https://www.riteaid.com/pharmacy/covid-qualifier
559,RITE AID STORE #00229,1184 TEXAS PALMYRA HIGHWAY,,,HONESDALE,18431,Wayne,,https://www.riteaid.com/pharmacy/covid-qualifier
560,RITE AID STORE #00232,5035 LINCOLN WAY EAST,,,FAYETTEVILLE,17222,Franklin,,https://www.riteaid.com/pharmacy/covid-qualifier
561,RITE AID STORE #00233,9635 WILLIAM PENN HIGHWAY,,,HUNTINGDON,16652,Huntingdon,,https://www.riteaid.com/pharmacy/covid-qualifier
562,RITE AID STORE #00264,375 PHILADELPHIA STREET,,,INDIANA,15701,Indiana,,https://www.riteaid.com/pharmacy/covid-qualifier
563,RITE AID STORE #00272,209 ATWOOD STREET,,,Pittsburgh,15213,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier
564,RITE AID STORE #00274,1700 MURRAY AVENUE,,,PITTSBURGH,15217,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier
565,RITE AID STORE #00291,345 WEST BROAD STREET,,,QUAKERTOWN,18951,Bucks,,https://www.riteaid.com/pharmacy/covid-qualifier
566,RITE AID STORE #00293,599 YORK ROAD,,,WARMINSTER,18974,Bucks,,https://www.riteaid.com/pharmacy/covid-qualifier
567,RITE AID STORE #00321,455 NORTH 3RD STREET,,,OXFORD,19363,Chester,,https://www.riteaid.com/pharmacy/covid-qualifier
568,RITE AID STORE #00415,33 PUBLIC SQUARE,,,WILKES-BARRE,18701,Luzerne,,https://www.riteaid.com/pharmacy/covid-qualifier
569,RITE AID STORE #00451,1200 WEST MARKET STREET,,,YORK,17404,York,,https://www.riteaid.com/pharmacy/covid-qualifier
570,RITE AID STORE #00467,525 PENN AVENUE,,,WEST READING,19611,Berks,610-373-5241,https://www.riteaid.com/pharmacy/covid-qualifier
571,RITE AID STORE #00501,201 NORTH WASHINGTON AVENUE,,,SCRANTON,18503,Lackawanna,,https://www.riteaid.com/pharmacy/covid-qualifier
572,RITE AID STORE #00517,40-42 WEST MARKET STREET,,,YORK,17401,York,,https://www.riteaid.com/pharmacy/covid-qualifier
573,RITE AID STORE #00558,1441 OLD YORK ROAD,,,ABINGTON,19001,Montgomery,,https://www.riteaid.com/pharmacy/covid-qualifier
574,RITE AID STORE #00596,827 N. CENTER STREET,,,CORRY,16407,Erie,,https://www.riteaid.com/pharmacy/covid-qualifier
575,RITE AID STORE #00679,123 SOUTH 69TH STREET,,,UPPER DARBY,19082,Delaware,,https://www.riteaid.com/pharmacy/covid-qualifier
